Half-degree cell series of precipitation
Centre Latitude:              6.25
Centre Longitude:           -75.75
CRU TS Version:               4.07
Units:                     mm/month 

  Yr  Mo     Value   N.Obs
2012   8    180.90     8
2012   9    133.70     8
2012  10    239.10     8
2012  11    221.30     8
2012  12    137.50     8
2013   1     50.30     8
2013   2    181.00     8
2013   3    153.50     8
2013   4    152.50     8
2013   5    311.80     8
2013   6    145.80     8
2013   7     82.60     8
2013   8    265.90     8
2013   9    197.10     8
2013  10    227.70     8
2013  11    261.60     8
2013  12    190.50     8
2014   1    109.30     8
2014   2    128.90     8
2014   3    164.70     8
2014   4    196.90     8
2014   5    224.10     8
2014   6    157.40     8
2014   7     75.20     8
2014   8    158.20     8
2014   9    208.20     8
2014  10    227.30     8
2014  11    269.40     8
2014  12    180.40     8
2015   1    109.90     8
2015   2     91.70     8
2015   3    180.10     8
2015   4    178.50     8
2015   5    150.60     8
2015   6     84.50     8
2015   7    124.90     8
2015   8    161.70     8
2015   9    163.90     8
2015  10    183.50     8
2015  11    178.60     8
2015  12     50.40     8
2016   1     56.90     8
2016   2     45.80     8
2016   3    122.80     8
2016   4    206.90     8
2016   5    203.00     8
2016   6    115.00     8
2016   7    148.70     8
2016   8    213.50     8
2016   9    242.90     8
2016  10    214.30     8
2016  11    236.70     8
2016  12    219.10     8
2017   1    119.80     8
2017   2    123.40     7
2017   3    217.30     8
2017   4    180.80     8
2017   5    338.40     8
2017   6    253.30     8
2017   7     91.60     8
2017   8    298.10     7
2017   9    232.30     4
2017  10    276.60     1
2017  11    242.60     7
2017  12    163.40     8
2018   1    147.30     8
2018   2     92.10     8
2018   3    134.20     8
2018   4    221.80     8
2018   5    356.30     8
2018   6    202.30     8
2018   7    152.20     8
2018   8    181.90     8
2018   9    269.00     8
2018  10    250.80     8
2018  11    274.40     8
2018  12     71.50     8
2019   1     68.90     8
2019   2    101.60     8
2019   3    195.90     8
2019   4    213.60     8
2019   5    353.10     8
2019   6    177.60     8
2019   7    141.10     8
2019   8    121.20     8
2019   9    236.40     8
2019  10    240.70     8
2019  11    244.20     8
2019  12    149.40     8
2020   1     82.40     8
2020   2     94.70     8
2020   3    123.10     8
2020   4    143.50     8
2020   5    207.60     8
2020   6    226.00     8
2020   7    296.70     8
2020   8    232.80     8
2020   9    260.00     8
2020  10    164.90     8
2020  11    246.90     8
2020  12    201.60     8
2021   1    117.10     8
2021   2    113.70     8
2021   3    256.60     8
2021   4    179.90     8
2021   5    230.40     8
2021   6    278.40     8
2021   7    188.90     8
2021   8    371.30     8
2021   9    225.80     8
2021  10    252.80     8
2021  11    304.30     8
2021  12    117.40     8
2022   1    107.00     8
2022   2    193.30     8
2022   3    223.70     8
2022   4    260.50     8
2022   5    283.00     8
2022   6    366.40     8
2022   7    250.50     8
2022   8    236.50     8
2022   9    225.50     8
2022  10    294.60     8
2022  11    314.60     8
2022  12    110.40     8
