"anio","1","2","3","4","5","6","7","8","9","10","11","12"
2010,27.3999996185303,27.2000007629395,27.8999996185303,26.3999996185303,25.8999996185303,26.1000003814697,26,25.8000011444092,24.8999996185303,24.8000011444092,24.5,24.2000007629395
2011,25.3999996185303,25.6000003814697,24.8000011444092,25.1000003814697,25.2000007629395,25.3999996185303,25.8000011444092,26.1000003814697,25.6000003814697,24.3000011444092,24.8999996185303,24.1000003814697
2012,24.7000007629395,25.5,25.5,25.2000007629395,25.3000011444092,26,26.3999996185303,26.1000003814697,25.8000011444092,25.3000011444092,25.3999996185303,25.6000003814697
2013,26.2000007629395,25.3999996185303,26.3000011444092,26.6000003814697,25.3999996185303,26.3000011444092,26.7000007629395,26.1000003814697,25.8999996185303,25.8999996185303,25.5,25.2000007629395
2014,26,26,26.5,27.2000007629395,26,26.6000003814697,27.2000007629395,26.8999996185303,26.3000011444092,25.3000011444092,25.7000007629395,25.7000007629395
2015,26.2000007629395,25.8999996185303,26.1000003814697,26.3000011444092,26.6000003814697,26.1000003814697,26.6000003814697,27.1000003814697,26.6000003814697,26.2000007629395,25.2000007629395,26.6000003814697
2016,27.1000003814697,26.6000003814697,26.7000007629395,26.7000007629395,26.1000003814697,26.1000003814697,26.5,27.2000007629395,26.2000007629395,25.8999996185303,24.3000011444092,25.2000007629395
2017,24.7000007629395,25.3999996185303,24.8000011444092,26,25.5,25.6000003814697,26,25.5,26.7000007629395,25.6000003814697,26.6000003814697,24.3999996185303
2018,24.6000003814697,25.3999996185303,25.8999996185303,25,24.8999996185303,25.3999996185303,25.8999996185303,26,25.6000003814697,24.8000011444092,25.2000007629395,25.5
2019,25.8000011444092,26.3000011444092,26,26,25.5,26.1000003814697,26.5,26.3999996185303,25.8999996185303,24.7000007629395,25.3999996185303,25.6000003814697
2020,25.8999996185303,27.3999996185303,26.8999996185303,26.5,25.8000011444092,25.5,25.8999996185303,25.6000003814697,25.2000007629395,25.2000007629395,24.8000011444092,24.8000011444092
2021,25.1000003814697,26,24.8000011444092,25.3999996185303,25.2000007629395,24.8000011444092,25.8000011444092,25,25,25,24.8999996185303,24.8999996185303
2022,25.2000007629395,25,25.1000003814697,25.2000007629395,24.8999996185303,24,25.3000011444092,24.8999996185303,24.6000003814697,24.3999996185303,24.3999996185303,24.5
2023,24.5,25.8999996185303,25.3000011444092,25.3999996185303,26,26.6000003814697,26.8999996185303,26.7000007629395,26.6000003814697,25.5,25.8999996185303,25.5
2024,26.8999996185303,27.1000003814697,26.6000003814697,26.3999996185303,26.1000003814697,25.3999996185303,26.3999996185303,26.6000003814697,26.8999996185303,25.3000011444092,25.3000011444092,25.3999996185303
