Half-degree cell series of precipitation
Centre Latitude:              6.25
Centre Longitude:           -75.75
CRU TS Version:               4.08
Units:                     mm/month 

  Yr  Mo     Value   N.Obs
1960  12    242.50     8
1961   1     82.80     8
1961   2     47.90     8
1961   3    157.10     8
1961   4    207.30     8
1961   5     84.60     8
1961   6    201.80     8
1961   7    181.60     8
1961   8     75.10     8
1961   9    163.40     8
1961  10    262.10     8
1961  11    297.20     8
1961  12    102.90     8
1962   1     81.80     8
1962   2     82.50     8
1962   3    187.50     8
1962   4    207.60     8
1962   5    333.00     8
1962   6    271.70     8
1962   7    130.90     8
1962   8    197.60     8
1962   9    198.00     8
1962  10    258.00     8
1962  11    217.10     8
1962  12    162.80     8
1963   1     91.20     8
1963   2    176.40     8
1963   3    166.90     8
1963   4    231.30     8
1963   5    273.70     8
1963   6    170.70     8
1963   7    216.70     8
1963   8    209.70     8
1963   9    144.20     8
1963  10    229.20     8
1963  11    249.10     8
1963  12     83.10     8
1964   1     32.20     8
1964   2     79.30     8
1964   3     67.30     8
1964   4    299.70     8
1964   5    252.30     8
1964   6    268.30     8
1964   7    274.90     8
1964   8    227.50     8
1964   9    141.10     8
1964  10    205.40     8
1964  11    192.90     8
1964  12    119.70     8
1965   1     52.60     8
1965   2     68.90     8
1965   3     78.60     8
1965   4    277.80     8
1965   5    259.40     8
1965   6     94.20     8
1965   7    101.10     8
1965   8    131.80     8
1965   9    172.10     8
1965  10    289.20     8
1965  11    281.00     8
1965  12    110.60     8
1966   1     49.40     8
1966   2     57.30     8
1966   3    115.90     8
1966   4    185.10     8
1966   5    216.50     8
1966   6    304.80     8
1966   7    129.90     8
1966   8    260.50     8
1966   9    150.10     8
1966  10    267.00     8
1966  11    325.20     8
1966  12    162.80     8
1967   1     57.40     8
1967   2     81.30     8
1967   3    134.40     8
1967   4    221.30     8
1967   5    292.40     8
1967   6    214.70     8
1967   7    136.00     8
1967   8     95.30     8
1967   9    166.50     8
1967  10    244.10     8
1967  11    225.50     8
1967  12    101.90     8
1968   1     91.50     8
1968   2    129.80     8
1968   3    104.80     8
1968   4    251.60     8
1968   5    172.10     8
1968   6    264.70     8
1968   7    170.70     8
1968   8    146.50     8
1968   9    245.90     8
1968  10    282.90     8
1968  11    234.30     8
1968  12     82.40     8
1969   1    144.10     8
1969   2     57.60     8
1969   3     34.10     8
1969   4    342.90     8
1969   5    246.50     8
1969   6    199.90     8
1969   7     77.30     8
1969   8    208.80     8
1969   9    285.70     8
1969  10    358.80     8
1969  11    152.10     8
1969  12    127.70     8
1970   1    118.10     8
1970   2     96.90     8
1970   3     65.50     8
1970   4    217.20     8
1970   5    342.60     8
1970   6    212.40     8
1970   7    184.30     8
1970   8    164.20     8
1970   9    223.90     8
1970  10    391.70     8
1970  11    271.60     8
1970  12    148.00     8
1971   1    236.10     8
1971   2    187.00     8
1971   3    284.20     8
1971   4    233.40     8
1971   5    424.40     8
1971   6    227.60     8
1971   7    197.20     8
1971   8    303.90     8
1971   9    298.60     8
1971  10    227.80     8
1971  11    198.20     8
1971  12    150.00     8
1972   1    195.00     8
1972   2     83.10     8
1972   3    145.60     8
1972   4    250.20     8
1972   5    296.90     8
1972   6    218.70     8
1972   7    127.30     8
1972   8    184.10     8
1972   9    143.30     8
1972  10    193.20     8
1972  11    237.40     8
1972  12    119.60     8
1973   1     26.70     8
1973   2     24.80     8
1973   3    100.40     8
1973   4    123.50     8
1973   5    195.90     8
1973   6    208.20     8
1973   7    244.50     8
1973   8    343.60     8
1973   9    376.50     8
1973  10    274.30     8
1973  11    299.80     8
1973  12    262.00     8
1974   1    173.70     8
1974   2    188.30     8
1974   3    199.30     8
1974   4    198.80     8
1974   5    241.50     8
1974   6    161.10     8
1974   7    147.70     8
1974   8    205.40     8
1974   9    323.40     8
1974  10    308.70     8
1974  11    303.10     8
1974  12     69.90     8
1975   1     43.60     8
1975   2    152.40     8
1975   3    141.80     8
1975   4    147.20     8
1975   5    330.80     8
1975   6    190.70     8
1975   7    310.30     8
1975   8    278.40     8
1975   9    210.60     8
1975  10    320.90     8
1975  11    222.00     8
1975  12    266.70     8
1976   1     60.70     8
1976   2    109.40     8
1976   3    161.20     8
1976   4    240.20     8
1976   5    250.40     8
1976   6    159.50     8
1976   7     42.50     8
1976   8     99.20     8
1976   9    153.20     8
1976  10    285.50     8
1976  11    173.30     8
1976  12    112.40     8
1977   1     39.60     8
1977   2     42.40     8
1977   3    126.50     8
1977   4    160.80     8
1977   5    178.20     8
1977   6    207.50     8
1977   7    193.10     8
1977   8    225.40     8
1977   9    274.00     8
1977  10    257.00     8
1977  11    183.80     8
1977  12     94.80     8
1978   1     66.50     8
1978   2     70.80     8
1978   3    166.30     8
1978   4    313.10     8
1978   5    252.00     8
1978   6    194.90     8
1978   7    186.50     8
1978   8     90.80     8
1978   9    227.20     8
1978  10    204.50     8
1978  11    177.60     8
1978  12    169.70     8
1979   1     86.60     8
1979   2     85.40     8
1979   3    130.50     8
1979   4    271.00     8
1979   5    293.50     8
1979   6    210.30     8
1979   7    157.20     8
1979   8    290.20     8
1979   9    208.70     8
1979  10    294.90     8
1979  11    293.30     8
1979  12     88.20     8
1980   1    116.30     8
1980   2    102.10     8
1980   3     59.30     8
1980   4    176.50     8
1980   5    204.50     8
1980   6    234.30     8
1980   7    113.70     8
1980   8    164.30     8
1980   9    241.00     8
1980  10    209.20     8
1980  11    190.60     8
1980  12    156.50     8
1981   1     60.70     8
1981   2     90.70     8
1981   3    110.80     8
1981   4    325.40     8
1981   5    405.60     8
1981   6    231.00     8
1981   7    167.90     8
1981   8    242.10     8
1981   9    197.30     8
1981  10    330.50     8
1981  11    244.60     8
1981  12    148.70     8
1982   1    187.60     8
1982   2    118.70     8
1982   3    156.20     8
1982   4    292.30     8
1982   5    316.80     8
1982   6    116.30     8
1982   7    105.40     8
1982   8     78.50     8
1982   9    176.70     8
1982  10    311.00     8
1982  11    185.30     8
1982  12    157.80     8
1983   1     52.30     8
1983   2     67.00     8
1983   3    183.60     8
1983   4    352.60     8
1983   5    259.40     8
1983   6    124.10     8
1983   7    151.90     8
1983   8    124.10     8
1983   9    169.10     8
1983  10    211.60     8
1983  11    154.70     8
1983  12    218.20     8
1984   1    197.70     8
1984   2    138.80     8
1984   3    107.90     8
1984   4    218.20     8
1984   5    284.10     8
1984   6    299.40     8
1984   7    204.60     8
1984   8    347.80     8
1984   9    329.40     8
1984  10    295.20     8
1984  11    221.20     8
1984  12     94.20     8
1985   1    101.10     8
1985   2     29.10     8
1985   3    138.10     8
1985   4    132.80     8
1985   5    246.80     8
1985   6    100.40     8
1985   7    166.50     8
1985   8    313.20     8
1985   9    289.20     8
1985  10    263.10     8
1985  11    218.70     8
1985  12    142.30     8
1986   1    118.40     8
1986   2    190.90     8
1986   3    125.50     8
1986   4    251.10     8
1986   5    220.80     8
1986   6    234.60     8
1986   7     64.60     8
1986   8    147.40     8
1986   9    190.40     8
1986  10    457.60     8
1986  11    187.60     8
1986  12     53.10     8
1987   1     58.50     8
1987   2     39.60     8
1987   3     96.20     8
1987   4    211.50     8
1987   5    278.50     8
1987   6    111.80     8
1987   7    315.30     8
1987   8    140.80     8
1987   9    245.70     8
1987  10    350.20     8
1987  11    184.90     8
1987  12     85.90     8
1988   1     72.00     8
1988   2    131.00     8
1988   3     60.20     8
1988   4    261.40     8
1988   5    206.50     8
1988   6    202.80     8
1988   7    210.80     8
1988   8    398.20     8
1988   9    350.10     8
1988  10    284.20     8
1988  11    362.20     8
1988  12    231.40     8
1989   1    121.70     8
1989   2    120.70     8
1989   3    258.70     8
1989   4    161.90     8
1989   5    246.70     8
1989   6    214.50     8
1989   7    154.90     8
1989   8    204.00     8
1989   9    308.70     8
1989  10    225.90     8
1989  11    148.80     8
1989  12    150.40     8
1990   1     94.30     8
1990   2    104.00     8
1990   3    164.00     8
1990   4    252.40     8
1990   5    226.20     8
1990   6    142.80     8
1990   7    207.20     8
1990   8    115.50     8
1990   9    195.60     8
1990  10    365.10     8
1990  11    199.20     8
1990  12    185.80     8
1991   1     81.50     8
1991   2     48.50     8
1991   3    247.50     8
1991   4    163.90     8
1991   5    250.50     8
1991   6    170.80     8
1991   7    199.20     8
1991   8    130.20     8
1991   9    197.10     8
1991  10    172.70     8
1991  11    211.50     8
1991  12    164.40     8
1992   1     67.30     8
1992   2     65.30     8
1992   3     75.00     8
1992   4    136.20     8
1992   5    168.80     8
1992   6    113.80     8
1992   7    127.80     8
1992   8    171.30     8
1992   9    238.50     8
1992  10    128.60     8
1992  11    218.90     8
1992  12    133.50     8
1993   1    111.50     8
1993   2     93.80     8
1993   3    145.80     8
1993   4    194.40     8
1993   5    176.00     8
1993   6     74.50     8
1993   7    143.10     8
1993   8    170.60     8
1993   9    305.00     8
1993  10    195.90     8
1993  11    344.50     8
1993  12    180.90     8
1994   1    143.20     8
1994   2    132.20     8
1994   3    187.10     8
1994   4    230.80     8
1994   5    195.60     8
1994   6    138.00     8
1994   7    159.60     8
1994   8    150.20     8
1994   9    149.20     8
1994  10    297.60     8
1994  11    292.30     8
1994  12    106.30     8
1995   1     47.20     8
1995   2     50.80     8
1995   3    159.50     8
1995   4    229.60     8
1995   5    276.00     8
1995   6    246.30     8
1995   7    287.90     8
1995   8    295.20     8
1995   9    173.90     8
1995  10    247.80     8
1995  11    190.20     8
1995  12    238.60     8
1996   1    156.10     8
1996   2    178.80     8
1996   3    212.50     8
1996   4    182.10     8
1996   5    348.20     8
1996   6    246.40     8
1996   7    257.90     8
1996   8    252.10     8
1996   9    178.70     8
1996  10    300.30     8
1996  11    140.70     8
1996  12    116.30     8
1997   1    241.50     8
1997   2     73.80     8
1997   3    130.00     8
1997   4    221.70     8
1997   5    160.80     8
1997   6    307.10     8
1997   7     65.90     8
1997   8     38.20     8
1997   9    179.70     8
1997  10    150.60     8
1997  11    220.40     8
1997  12     65.20     8
1998   1     31.10     8
1998   2     90.60     8
1998   3    114.90     8
1998   4    227.30     8
1998   5    364.20     8
1998   6    160.50     8
1998   7    297.90     8
1998   8    247.40     8
1998   9    300.00     8
1998  10    307.90     8
1998  11    268.20     8
1998  12    283.80     8
1999   1    162.10     8
1999   2    241.40     8
1999   3    163.70     8
1999   4    230.20     8
1999   5    211.30     8
1999   6    316.30     8
1999   7    132.40     8
1999   8    194.10     8
1999   9    445.10     8
1999  10    352.70     8
1999  11    282.30     8
1999  12    227.90     8
2000   1    137.00     8
2000   2    233.30     8
2000   3    205.40     8
2000   4    192.10     8
2000   5    370.20     8
2000   6    261.40     8
2000   7    310.90     8
2000   8    196.70     8
2000   9    349.90     8
2000  10    221.00     8
2000  11    173.30     8
2000  12    142.20     8
2001   1    107.40     8
2001   2     65.40     7
2001   3    179.60     8
2001   4    103.20     8
2001   5    260.60     8
2001   6    183.30     8
2001   7    126.20     8
2001   8    182.40     8
2001   9    249.20     8
2001  10    165.10     8
2001  11    279.40     8
2001  12    201.10     8
2002   1     66.00     8
2002   2     39.20     8
2002   3    174.10     8
2002   4    269.70     8
2002   5    262.10     8
2002   6    197.80     8
2002   7    161.60     8
2002   8    176.40     8
2002   9    258.20     8
2002  10    200.50     8
2002  11    172.00     8
2002  12    164.10     8
2003   1     37.20     8
2003   2     73.00     8
2003   3    158.80     8
2003   4    203.60     8
2003   5    171.40     8
2003   6    257.70     8
2003   7    125.10     8
2003   8    222.40     7
2003   9    228.40     8
2003  10    230.90     8
2003  11    289.30     8
2003  12    148.90     8
2004   1     81.10     8
2004   2    123.40     8
2004   3     98.40     8
2004   4    247.40     8
2004   5    248.40     7
2004   6    148.70     8
2004   7    163.40     8
2004   8    160.70     8
2004   9    222.50     8
2004  10    283.20     1
2004  11    254.50     8
2004  12    148.20     8
2005   1    105.00     8
2005   2    120.70     7
2005   3    168.40     8
2005   4    189.10     8
2005   5    301.20     8
2005   6    177.90     8
2005   7    125.50     8
2005   8    235.60     8
2005   9    230.00     8
