Half-degree cell series of temperature
Centre Latitude:              6.25
Centre Longitude:           -75.75
CRU TS Version:               4.07
Units:                     degrees C

  Yr  Mo     Value   N.Obs
2017   2     20.30     8
2017   3     20.00     8
2017   4     21.30     8
2017   5     20.80     8
2017   6     20.70     8
2017   7     21.00     8
2017   8     20.10     3
2017   9     20.90     4
2017  10     20.40     7
2017  11     20.70     8
2017  12     19.90     7
2018   1     19.80     7
2018   2     20.40     8
2018   3     20.70     8
2018   4     20.20     8
2018   5     20.00     7
2018   6     20.50     6
2018   7     20.70     6
2018   8     20.60     8
2018   9     20.40     7
2018  10     20.10     6
2018  11     20.60     5
2018  12     20.20     7
2019   1     20.60     8
2019   2     21.10     8
2019   3     20.90     8
2019   4     21.00     8
2019   5     20.60     8
2019   6     21.20     8
2019   7     21.10     8
2019   8     21.10     8
2019   9     20.80     8
2019  10     19.90     8
2019  11     20.80     7
2019  12     20.70     6
2020   1     20.80     7
2020   2     21.40     7
2020   3     21.40     6
2020   4     21.40     6
2020   5     20.90     6
2020   6     20.50     7
2020   7     20.50     6
2020   8     20.50     7
2020   9     20.10     7
2020  10     20.20     6
2020  11     20.30     6
2020  12     20.00     6
2021   1     20.10     6
2021   2     20.70     6
2021   3     19.80     5
2021   4     20.50     6
2021   5     20.40     5
2021   6     20.10     6
2021   7     20.60     7
2021   8     19.90     6
2021   9     20.00     7
2021  10     20.10     6
2021  11     20.20     8
2021  12     20.20     6
2022   1     20.10     7
2022   2     20.10     7
2022   3     20.10     7
2022   4     20.20     8
2022   5     20.20     6
2022   6     19.20     8
2022   7     20.20     7
2022   8     20.00     8
2022   9     19.80     8
2022  10     20.00     8
2022  11     19.90     8
2022  12     19.70     8
2023   1     19.60     8
2023   2     20.40     8
2023   3     20.10     8
2023   4     20.30     8
2023   5     21.10     8
2023   6     21.40     8
2023   7     21.30     8
2023   8     21.20     7
2023   9     21.10     8
2023  10     20.60     8
2023  11     21.00     8
2023  12     20.50     5
